"Year","Estimated Value","Sale Price","num_rooms","num_bathrooms","carpet_area","property_tax_rate","Date","Locality","Property","Residential","Face"
2018,162250,165000,3,2,909,1.422308,2018-10-14,"Norwalk","Single Family","Detached House","North"
2018,268520,266000,3,1,NA,1.422308,2018-10-16,"Fairfield","Single Family","Detached House","North"
2018,97440,44000,3,2,1018,1.422308,2018-10-17,"Bridgeport","Single Family","Detached House","North"
2018,401240,420000,3,2,1067,1.422308,2018-10-17,"Fairfield","Single Family","Detached House","North"
2018,94870,1600000,3,1,NA,1.422308,2018-10-18,"Bridgeport","Single Family","Detached House","South"
2018,124440,102000,4,2,1411,1.422308,2018-10-18,"Bridgeport","Two Family","Duplex","North"
2018,73230,83660,3,1,1086,1.422308,2018-10-19,"Waterbury","Single Family","Detached House","South"
2018,450170,840000,3,3,950,1.422308,2018-10-19,"Fairfield","Single Family","Detached House","East"
2018,131200,220000,3,2,968,1.422308,2018-10-19,"Bridgeport","Single Family","Detached House","South"
2018,714560,1070000,3,3,995,1.422308,2018-10-20,"Fairfield","?","Detached House","North"
2018,84020,170000,3,2,1076,1.422308,2018-10-21,"Waterbury","Single Family","Detached House","West"
2018,NA,90500,4,2,NA,1.422308,2018-10-24,"Bridgeport","?","Duplex","North"
2018,330900,570000,3,2,1011,1.422308,2018-10-24,"Norwalk","Single Family","Detached House","South"
2018,188020,405000,4,2,1259,1.422308,2018-10-24,"Norwalk","Two Family","Duplex","East"
2018,228480,230000,3,3,1040,1.422308,2018-10-24,"Fairfield","Single Family","Detached House","North"
2018,276060,350000,3,1,1014,1.422308,2018-10-25,"Stamford","?","Detached House","West"
2018,432040,747500,3,3,913,1.422308,2018-10-25,"Fairfield","Single Family","Detached House","North"
2018,92060,80001,3,1,990,1.422308,2018-10-25,"Bridgeport","Single Family","Detached House","South"
2018,NA,580000,3,3,928,1.422308,2018-10-25,"Stamford","Single Family","Detached House","East"
2018,NA,70150,4,4,NA,1.422308,2018-10-25,NA,"Two Family","Duplex","West"
2018,NA,2680000,3,3,981,1.422308,2018-10-26,NA,"Single Family","Detached House","South"
2018,49800,40000,3,1,NA,1.422308,2018-10-26,NA,"Single Family","Detached House","West"
2018,108766,90000,4,3,1306,1.422308,2018-10-27,"Waterbury","Two Family","Duplex","West"
2018,NA,585000,3,3,NA,1.422308,2018-10-27,"Norwalk","?","Detached House","East"
2018,280550,550000,3,1,929,1.422308,2018-10-27,"Stamford","Single Family","Detached House","East"
2018,314410,470000,3,1,955,1.422308,2018-10-27,"Stamford","Single Family","Detached House","East"
2018,677420,975500,3,1,NA,1.422308,2018-10-28,"Stamford","Single Family","Detached House","East"
2018,86860,55000,6,6,2083,1.422308,2018-10-28,"Waterbury","Three Family","Triplex","West"
2018,2312380,3775000,3,3,1000,1.422308,2018-10-28,"Greenwich","Single Family","Detached House","East"
2018,165200,201500,3,1,925,1.422308,2018-10-28,"Fairfield","Single Family","Detached House","South"
2018,161830,188020,3,3,NA,1.422308,2018-10-28,"Bridgeport","?","Detached House","North"
2018,424830,715000,3,3,1063,1.422308,2018-10-31,"Norwalk","Single Family","Detached House","South"
2018,503120,764000,3,1,926,1.422308,2018-11-01,"Stamford","Single Family","Detached House","West"
2018,240200,412000,3,1,1075,1.422308,2018-11-01,"Stamford","Single Family","Detached House","West"
2018,249720,479000,3,3,NA,1.422308,2018-11-01,"Norwalk","Single Family","Detached House","East"
2018,189120,254000,3,1,NA,1.422308,2018-11-02,"Norwalk","Single Family","Detached House","West"
2018,266830,275000,3,1,NA,1.422308,2018-11-03,"Stamford","Single Family","Detached House","North"
2018,209730,145000,4,2,1351,1.422308,2018-11-03,"Norwalk","Two Family","Duplex","East"
2018,388870,585000,3,2,1065,1.422308,2018-11-04,NA,"Single Family","Detached House","West"
2018,2087960,2700000,3,3,999,1.422308,2018-11-04,"Greenwich","?","Detached House","North"
2018,226980,348000,4,4,1228,1.422308,2018-11-04,"Norwalk","Two Family","Duplex","South"
2018,NA,4e+05,3,3,1042,NA,2018-11-04,NA,"Single Family","Detached House","East"
2018,NA,30000,6,4,NA,1.422308,2018-11-07,"Waterbury","Three Family","Triplex","South"
2018,NA,1287000,3,2,908,1.422308,2018-11-07,"Stamford","Single Family","Detached House","North"
2018,312790,650000,3,3,903,1.422308,2018-11-07,NA,"Single Family","Detached House","West"
2018,108140,190100,3,2,NA,1.422308,2018-11-09,"Bridgeport","Single Family","Detached House","South"
2018,240670,360000,4,3,NA,1.422308,2018-11-09,NA,"Two Family","Duplex","East"
2018,1039430,1350000,3,2,1049,1.422308,2018-11-09,"Fairfield","Single Family","Detached House","West"
2018,264400,487000,3,3,1076,1.422308,2018-11-09,"Stamford","Single Family","Detached House","North"
2018,104220,232500,3,3,1054,1.422308,2018-11-09,"Waterbury","?","Detached House","West"
2018,840000,1e+06,3,1,NA,1.422308,2018-11-10,"Greenwich","Single Family","Detached House","North"
2018,35210,71000,6,6,1974,1.422308,2018-11-10,"Waterbury","Three Family","Triplex","North"
2018,63470,55000,3,2,1067,14.22308,2018-11-10,"Waterbury","Single Family","Detached House","West"
2018,90770,83000,4,4,1425,1.422308,2018-11-10,"Bridgeport","Two Family","Duplex","West"
2018,1220450,1550000,3,3,1053,1.422308,2018-11-10,"Greenwich","Single Family","Detached House","West"
2018,90850,158900,3,3,NA,1.422308,2018-11-10,"Waterbury","Single Family","Detached House","South"
2018,NA,155200,4,2,1383,1.422308,2018-11-10,NA,"Two Family","Duplex","West"
2018,381090,480000,3,1,1029,1.422308,2018-11-14,NA,"Single Family","Detached House","East"
2018,59780,31633,3,2,959,1.422308,2018-11-14,"Waterbury","Single Family","Detached House","South"
2018,615720,737500,3,1,1027,1.422308,2018-11-15,"Fairfield","Single Family","Detached House","South"
2018,267280,217875,3,1,NA,1.422308,2018-11-15,"Norwalk","Single Family","Detached House","North"
2018,130980,162500,4,3,1216,1.422308,2018-11-15,NA,"?","Duplex","South"
2018,418820,9e+05,3,3,906,1.422308,2018-11-15,NA,"Single Family","Detached House","West"
2018,186870,385000,4,2,1343,1.422308,2018-11-15,"Stamford","Two Family","Duplex","West"
2018,354350,580000,3,3,953,1.422308,2018-11-15,"Stamford","Single Family","Detached House","East"
2018,261120,330000,3,1,981,1.422308,2018-11-16,NA,"Single Family","Detached House","East"
2018,435380,835000,3,2,933,1.422308,2018-11-16,"Stamford","Single Family","Detached House","East"
2018,226950,391000,3,2,1010,1.422308,2018-11-16,NA,"Single Family","Detached House","West"
2018,NA,140000,3,3,1052,1.422308,2018-11-16,"Bridgeport","Single Family","Detached House","West"
2018,117220,163000,3,3,1063,1.422308,2018-11-16,"Bridgeport","Single Family","Detached House","West"
2018,550340,6e+05,3,3,NA,1.422308,2018-11-17,"Fairfield","Single Family","Detached House","West"
2018,396950,605000,3,2,NA,1.422308,2018-11-17,"Stamford","Single Family","Detached House","North"
2018,91800,50000,3,1,NA,1.422308,2018-11-17,"Waterbury","Single Family","Detached House","East"
2018,118330,150000,6,6,NA,1.422308,2018-11-18,"Bridgeport","Three Family","Triplex","North"
2018,1121890,1140000,3,1,NA,1.422308,2018-11-18,"Greenwich","Single Family","Detached House","East"
2018,3237290,4900000,3,1,955,1.422308,2018-11-18,"Fairfield","Single Family","Detached House","South"
2018,212780,3e+05,3,2,NA,1.422308,2018-11-18,"Norwalk","Single Family","Detached House","South"
2018,NA,443750,3,2,1091,1.422308,2018-11-18,NA,"Single Family","Detached House","South"
2018,156320,1e+05,3,2,934,1.422308,2018-11-21,"Waterbury","Single Family","Detached House","North"
2018,203770,315000,3,3,NA,1.422308,2018-11-21,"Fairfield","Single Family","Detached House","South"
2018,152710,3e+05,3,3,905,1.422308,2018-11-21,"Bridgeport","Single Family","Detached House","West"
2018,225100,355000,3,1,937,1.422308,2018-11-22,"Norwalk","?","Detached House","South"
2018,333223,408000,3,2,931,1.422308,2018-11-22,"Norwalk","Single Family","Detached House","East"
2018,415650,655000,3,1,904,1.422308,2018-11-22,"Stamford","Single Family","Detached House","East"
2018,178980,369000,3,1,NA,1.422308,2018-11-23,NA,"Single Family","Detached House","West"
2018,93530,108000,3,2,912,1.422308,2018-11-28,NA,"Single Family","Detached House","West"
2018,118460,240000,4,4,1305,1.422308,2018-11-29,NA,"Two Family","Duplex","South"
2018,212590,277000,3,1,NA,1.422308,2018-11-29,"Fairfield","?","Detached House","North"
2018,100250,102299,4,3,NA,1.422308,2018-11-29,"Waterbury","Two Family","Duplex","West"
2018,290080,450000,3,3,985,1.422308,2018-11-29,"Fairfield","Single Family","Detached House","North"
2018,600760,955000,3,1,NA,1.422308,2018-11-30,"Stamford","Single Family","Detached House","South"
2018,91830,145000,3,1,1047,1.422308,2018-11-30,"Waterbury","Single Family","Detached House","South"
2018,119790,140000,4,2,1289,1.422308,2018-11-30,"Bridgeport","Two Family","Duplex","West"
2018,84690,130000,3,3,NA,1.422308,2018-11-30,"Waterbury","Single Family","Detached House","East"
2018,943040,1900000,3,2,NA,1.422308,2018-12-01,"Greenwich","Single Family","Detached House","East"
2018,99800,196000,4,4,1409,1.422308,2018-12-01,"Waterbury","?","Duplex","West"
2018,160060,6608,8,8,2635,1.422308,2018-12-01,"Bridgeport","Four Family","Fourplex","West"
2018,83060,118000,3,3,999,1.422308,2018-12-01,"Waterbury","Single Family","Detached House","North"
2018,131470,141200,3,2,NA,1.422308,2018-12-01,"Bridgeport","Single Family","Detached House","East"
2018,NA,162000,3,1,997,1.422308,2018-12-01,"Bridgeport","Single Family","Detached House","North"
2018,69330,350000,3,1,1035,1.422308,2018-12-01,"Waterbury","Single Family","Detached House","South"
2018,1448090,1850000,3,2,971,1.422308,2018-12-02,"Greenwich","?","Detached House","North"
2018,91700,117500,3,2,1079,1.422308,2018-12-02,NA,"Single Family","Detached House","North"
2018,237370,335000,3,1,990,1.422308,2018-12-05,"Fairfield","Single Family",NA,"South"
2018,69500,106500,3,2,935,NA,2018-12-06,NA,"Single Family","Detached House","South"
2018,56140,98000,6,5,NA,1.422308,2018-12-06,"Waterbury","Three Family","Triplex","South"
2018,NA,347500,3,3,NA,1.422308,2018-12-06,"Stamford","?","Detached House","West"
2018,256710,317000,6,5,1823,1.422308,2018-12-07,"Waterbury","Three Family","Triplex","East"
2018,870870,1500000,3,2,958,1.422308,2018-12-08,NA,"Single Family","Detached House","East"
2018,262700,368549,6,5,NA,1.422308,2018-12-08,"Norwalk","?","Triplex","South"
2018,NA,110000,3,3,932,1.422308,2018-12-09,"Waterbury","Single Family","Detached House","East"
2018,494200,675000,3,1,1048,1.422308,2018-12-09,NA,"Single Family","Detached House","West"
2018,233920,280000,3,2,925,1.422308,2018-12-12,"Norwalk","?","Detached House","West"
2018,1081640,1885000,3,3,996,1.422308,2018-12-12,"Greenwich","Single Family","Detached House","West"
2018,299950,480000,3,3,NA,1.422308,2018-12-13,NA,"Single Family","Detached House","North"
2018,1238860,2315000,3,2,914,1.422308,2018-12-13,"Greenwich","Single Family","Detached House","North"
2018,24320,9600,3,2,1045,1.422308,2018-12-13,NA,"Single Family","Detached House","East"
2018,351950,382850,3,2,995,1.422308,2018-12-13,"Norwalk","Single Family","Detached House","East"
2018,3285940,3e+07,3,1,935,1.422308,2018-12-14,"Greenwich","Single Family","Detached House","North"
2018,214130,195000,3,3,985,1.422308,2018-12-14,"Fairfield","Single Family","Detached House","South"
2018,706650,1375000,3,3,1082,1.422308,2018-12-14,"Greenwich","?","Detached House","East"
2018,82460,128000,3,1,980,1.422308,2018-12-14,NA,"?","Detached House","South"
2018,126250,210000,3,2,NA,1.422308,2018-12-14,"Bridgeport","Single Family","Detached House","East"
2018,725130,1065000,3,2,1015,1.422308,2018-12-15,"Fairfield","Single Family","Detached House","East"
2018,NA,386000,3,3,1074,1.422308,2018-12-15,"Fairfield","Single Family","Detached House","South"
2018,NA,740000,3,1,1012,1.422308,2018-12-15,"Stamford","Single Family","Detached House","South"
2018,243290,7e+05,8,7,NA,1.422308,2018-12-15,"Stamford","?","Fourplex","East"
2018,867510,1580000,3,1,928,1.422308,2018-12-16,"Fairfield","Single Family","Detached House","West"
2018,422620,250000,3,3,NA,1.422308,2018-12-16,"Stamford","Single Family","Detached House","East"
2018,1327030,1725000,3,3,903,1.422308,2018-12-16,"Norwalk","Single Family","Detached House","West"
2018,1767940,2.2e+07,3,3,NA,1.422308,2018-12-16,"Norwalk","Single Family","Detached House","East"
2018,792810,940000,3,2,920,1.422308,2018-12-16,"Norwalk","Single Family","Detached House","East"
2018,119330,120000,3,2,1093,1.422308,2018-12-16,"Waterbury","Single Family","Detached House","West"
2018,433160,570000,3,2,1015,1.422308,2018-12-16,"Stamford",NA,"Detached House","East"
2018,65090,30000,3,3,1003,1.422308,2018-12-19,"Waterbury","?","Detached House","South"
2018,947310,1995000,3,2,910,1.422308,2018-12-20,NA,"Single Family","Detached House","West"
2018,126190,195000,3,1,994,1.422308,2018-12-20,"Bridgeport","Single Family","Detached House","West"
2018,338730,525000,3,2,992,1.422308,2018-12-20,"Greenwich","Single Family","Detached House","West"
2018,129870,254500,4,4,NA,1.422308,2018-12-20,"Bridgeport","Two Family","Duplex","West"
2018,1876560,2450000,NA,2,NA,1.422308,2018-12-20,NA,"?","Detached House","South"
2018,121990,183450,3,3,979,1.422308,2018-12-20,"Waterbury","Single Family","Detached House","North"
2018,172740,35000,8,6,2513,1.422308,2018-12-21,NA,"Four Family","Fourplex","North"
2018,271570,250000,4,2,NA,1.422308,2018-12-21,"Stamford","Two Family","Duplex","East"
2018,1642340,2295000,3,3,NA,1.422308,2018-12-21,"Greenwich","Single Family","Detached House","North"
2018,845250,1340000,3,1,NA,1.422308,2018-12-22,"Fairfield","?","Detached House","South"
2018,791350,1360000,3,2,953,1.422308,2018-12-23,"Fairfield","Single Family","Detached House","West"
2018,NA,4200000,3,2,NA,1.422308,2018-12-23,"Fairfield","Single Family","Detached House","East"
2018,213130,307000,3,1,1061,1.422308,2018-12-27,"Norwalk","Single Family","Detached House","North"
2018,350560,607500,3,3,NA,1.422308,2018-12-27,"Stamford","?","Detached House","North"
2018,95660,127900,3,1,1065,1.422308,2018-12-27,"Waterbury","Single Family","Detached House","East"
2018,70610,93500,3,2,985,1.422308,2018-12-27,"Waterbury",NA,"Detached House","East"
2018,112820,165000,3,1,NA,1.422308,2018-12-28,"Bridgeport","?","Detached House","East"
2018,97210,125000,3,2,1045,1.422308,2018-12-28,"Bridgeport","Single Family","Detached House","South"
2018,670210,1020000,3,3,1034,1.422308,2018-12-28,"Norwalk","Single Family","Detached House","South"
2018,427700,515000,3,2,NA,1.422308,2018-12-29,"Fairfield","Single Family","Detached House","East"
2018,403480,548000,3,1,941,1.422308,2018-12-29,"Fairfield","Single Family","Detached House","South"
2018,102320,NA,3,1,995,1.422308,2018-12-29,"Waterbury","?","Detached House","North"
2018,158420,180000,3,2,1047,1.422308,2018-12-29,"Bridgeport","?","Detached House","North"
2018,551250,589000,3,2,1082,1.422308,2018-12-30,"Fairfield","Single Family","Detached House","East"
2018,NA,1600000,3,3,NA,1.422308,2018-12-30,NA,"Single Family","Detached House","East"
2018,155110,262000,4,3,NA,1.422308,2018-12-30,"Bridgeport","Two Family","Duplex","North"
2018,277504,590000,3,1,962,1.422308,2018-12-30,"Norwalk","Single Family","Detached House","South"
2019,20050,60000,6,6,NA,1.0258995,2019-01-03,"Waterbury","?","Triplex","North"
2019,147150,245000,3,1,1000,1.0258995,2019-01-03,"Bridgeport","Single Family","Detached House","East"
20190,310680,106064,3,NA,NA,1.0258995,2019-01-03,NA,"Single Family","Detached House","North"
2019,121590,237000,3,1,NA,1.0258995,2019-01-03,"Bridgeport","Single Family","Detached House","North"
2019,88800,175000,4,4,NA,1.0258995,2019-01-03,"Bridgeport","Two Family","Duplex","West"
2019,95810,80500,3,1,1053,1.0258995,2019-01-04,"Bridgeport","Single Family","Detached House","East"
2019,308240,475000,3,3,NA,1.0258995,2019-01-04,"Norwalk","Single Family","Detached House","North"
2019,NA,250000,3,2,914,1.0258995,2019-01-05,"Norwalk","Single Family","Detached House","South"
2019,91740,110000,3,3,1008,1.0258995,2019-01-05,"Waterbury","Single Family","Detached House","East"
2019,273020,395000,3,3,994,1.0258995,2019-01-06,"Norwalk","Single Family","Detached House","West"
2019,229590,325000,3,3,922,1.0258995,2019-01-06,"Norwalk","Single Family","Detached House","North"
2019,665700,765000,3,1,NA,1.0258995,2019-01-06,NA,"Single Family","Detached House","South"
2019,90090,121000,3,3,NA,1.0258995,2019-01-06,"Waterbury","Single Family","Detached House","West"
2019,912940,1307500,3,1,1086,1.0258995,2019-01-06,"Fairfield","Single Family","Detached House","East"
